doi,url,author,year,title,articleType,sourceTitle,base,abstract,keywords
10.1109/JIOT.2021.3091674,,"Nassar, Almuthanna and Yilmaz, Yasin",2022,Deep Reinforcement Learning for Adaptive Network Slicing in 5G for Intelligent Vehicular Systems and Smart Cities,article,IEEE Internet of Things Journal,ieee,"Intelligent vehicular systems and smart city applications are the fastest growing Internet-of-Things (IoT) implementations at a compound annual growth rate of 30%. In view of the recent advances in IoT devices and the emerging new breed of IoT applications driven by artificial intelligence (AI), the fog radio access network (F-RAN) has been recently introduced for the fifth-generation (5G) wireless communications to overcome the latency limitations of cloud-RAN (C-RAN). We consider the network slicing problem of allocating the limited resources at the network edge (fog nodes) to vehicular and smart city users with heterogeneous latency and computing demands in dynamic environments. We develop a network slicing model based on a cluster of fog nodes (FNs) coordinated with an edge controller (EC) to efficiently utilize the limited resources at the network edge. For each service request in a cluster, the EC decides which FN to execute the task, i.e., locally serve the request at the edge, or to reject the task and refer it to the cloud. We formulate the problem as infinite-horizon Markov decision process (MDP) and propose a deep reinforcement learning (DRL) solution to adaptively learn the optimal slicing policy. The performance of the proposed DRL-based slicing method is evaluated by comparing it with other slicing approaches in dynamic environments and for different scenarios of design objectives. Comprehensive simulation results corroborate that the proposed DRL-based EC quickly learns the optimal policy through interaction with the environment, which enables adaptive and automated network slicing for efficient resource allocation in dynamic vehicular and smart city environments.",Network slicing;Smart cities;Cloud computing;Resource management;Quality of service;Vehicle dynamics;Ultra reliable low latency communication;Deep reinforcement learning (DRL);edge computing;fog RAN;intelligent vehicular systems;network slicing
10.1109/TITS.2022.3147845,,"Zhou, Shenghan and Wei, Chaofan and Song, Chaofei and Pan, Xing and Chang, Wenbing and Yang, Linchao",2022,Short-Term Traffic Flow Prediction of the Smart City Using 5G Internet of Vehicles Based on Edge Computing,article,IEEE Transactions on Intelligent Transportation Systems,ieee,"The paper aims to explore the performance of short-term traffic flow prediction of the 5G (5th Generation Mobile Communication Technology) Internet of Vehicles (IoV) based on edge computing (EC) for the smart city and to further improve the intelligence of the smart city. Aiming at the current emergency of traffic congestion and road congestion, the present work adds EC to the current vehicle network, and integrates a deep convolution random forest neural network (DCRFNN). Additionally, it implements a model for short-term traffic flow prediction of a 5G vehicle network based on EC and deep learning (DL), and analyzes its performance by simulation. The results reveal that the proposed algorithm has a lower average delay cost, and the average unloading utility is stable at approximately 70%. In the prediction performance analysis, the recognition accuracy of the proposed algorithm reaches 98.06%. It is at least 1.14% higher than that of the advanced convolution neural network (CNN) algorithm proposed by other scholars and achieves a faster convergence rate. Therefore, the constructed short-term traffic prediction model implemented has a high-quality prediction performance while also ensuring a better unloading performance. The results can provide an experimental basis for traffic flow prediction and intelligent development of the smart city.",Roads;5G mobile communication;Smart cities;Transportation;Predictive models;Prediction algorithms;Computational modeling;Edge computing;5G Internet of Vehicles;traffic flow;unloading;smart city.
10.1109/IC3INA48034.2019.8949613,,"Fensel, Anna",2019,Keynote: Building Smart Cities with Knowledge Graphs,inproceedings,"2019 International Conference on Computer, Control, Informatics and its Applications (IC3INA)",ieee,"Smart city systems are increasingly built with data analytics and machine learning techniques, basing on massive data sets. They have a heavy impact on human behavior and quality of life, and thus need to deliver a controllable and sufficiently transparent experience for the users.The aim of my work is to make smart city systems more interoperable and explainable, involving data visualization and communication techniques, sensor data processing, as well as the associated intelligent data value chain production and consumption. Here, the data and the information are shared employing Knowledge Graphs, that are becoming a key enabler for large-scale processing of massive collections of interrelated facts. Examples include the Google Knowledge Graph with dozens of billion facts, dataCommons, DBPedia, YAGO, and Knowledge Vault, a very large scale probabilistic knowledge graph created with information extraction methods for unstructured or semi-structured information. Specifically, Knowledge Graphs provide the means of development of the newest methods for data management, data fusion, data merging, and graph and network optimization and modeling, serving as a source of high quality data and a base for information integration.In particular, Knowledge Graphs help to infer new relationships out of existing facts, giving context and meaning to the content, and can be used in applications. For example, the data generated by a computer vision system could be semantically represented and shared across numerous systems, taking into account the needs and requirements of these systems, as well as the context, provenance, licensing and consent aspects of the generated data. I demonstrate Knowledge Graphs-based methods in advanced smart city applications from the domains such as automation and construction of buildings, energy efficiency, tourism, transport.",Smart cities;Semantic technology;Computer science;Google;Europe;Informatics
10.1109/WF-IoT51360.2021.9595460,,"Oyinlola, Tobi",2021,Energy Prediction in Edge Environment for Smart Cities,inproceedings,2021 IEEE 7th World Forum on Internet of Things (WF-IoT),ieee,"People around the world are trending to the Internet of Things (IoT) technologies. A large number of IoT devices are installed every day to enhance the sophistication and sustainability of smart cities. Besides, a smart city needs a smart energy management system including a smart grid, smart building. Also, a smart energy distribution system is important to reduce energy and manage it efficiently. The IoT devices are installed in various buildings in the city, they use a lot of energy, and produce energy usage information. In the existing cloud system, it is difficult to analyze and transfer the data quickly, similarly impossible to receive the analysis result immediately. However, edge computing has the advantage of fast data analysis and supply analyzed results to the field. In this process, data is processed in the edge environment, where data has been collected, analyzed, and processed in the edge nodes. In this study, we presented an energy prediction model based on the edge computing technique. We used a dataset where various environmental and energy use information has been considered. Also, we have used five different Machine Learning (ML) classifiers to classify the prediction model and assess the prediction performance. This study presents an energy prediction model using various ML classifiers in an edge computing environment.",Cloud computing;Smart buildings;Smart cities;Computational modeling;Predictive models;Prediction algorithms;Smart grids;internet of things;edge computing;energy;machine learning
10.1109/SoutheastCon42311.2019.9020639,,"Mendieta, Matías and Neff, Christopher and Lingerfelt, Daniel and Beam, Christopher and George, Anjus and Rogers, Sam and Ravindran, Arun and Tabkhi, Hamed",2019,A Novel Application/Infrastructure Co-design Approach for Real-time Edge Video Analytics,inproceedings,2019 SoutheastCon,ieee,"Recent advances in machine learning and deep learning have enabled many existing applications in smart cities, autonomous systems, and wearable devices. These applications often demand scalable real-time cognitive intelligence and on-the-spot decision making. Current computer systems have been customized for a cloud computing paradigm which often does not meet latency constraints and scalability requirements. To address the limitations of the cloud computing paradigm, the general trend is toward shifting the computation next to data producers at the edge. However, the edge computing paradigm is in the very early stages. Many system-level aspects of edge computing, including algorithms mapping and partitioning across edge computing resources (edge server, and edge nodes) are unknown. New research is required to understand and quantify design dimensions for edge computing.This paper presents a novel edge computing infrastructure for distributed real-time video analytics. This paper presents a holistic solution for co-designing application and edge infrastructure, including edge nodes and edge servers, to enable scalable real-time Artificial Intelligence (AI)/Deep Learning (DL) video analytics across many cameras. For experimental results and evaluation, we focus on the case study of object re-identification across many cameras, which is composed of object detection/classification (TinyYOLOv3), feature extraction, local re-identification, and global re-identification kernels. We evaluate the edge system under three different task mapping and resource allocation configurations. The results present that with the edge nodes (video cameras) more than 32, the only scalable solution is to perform detection/classification (TinyYOLOv3), feature extraction, local re-identification on the edge nodes next to cameras, and execute global re-identification on edge server.",Servers;Image edge detection;Cloud computing;Real-time systems;Machine learning;Scalability;Cameras
10.1109/MNET.2019.1800459,,"Iqbal, Rahat and Maniak, Tomasz and Karyotis, Charalampos",2019,Intelligent Remote Monitoring of Parking Spaces Using Licensed and Unlicensed Wireless Technologies,article,IEEE Network,ieee,"Short- and long-range wireless communication is imperative for many remote monitoring applications such as industrial automation, digital health, and smart cities. Remote monitoring is one of the components of complex systems that can be optimized with the use of machine-learning-based techniques. In this article, an intelligent parking system is presented. The system exploits the benefits of a synergy between licensed and unlicensed wireless technologies, IoT, computer vision, and artificial intelligence. We discuss how an end user can interact with the system and manage it with a user interface. The user interface provides a range of dashboard facilities that provide various statistics about car park utilization and optimization facilities. Our proposed solution comprises a range of sensors including high-resolution cameras, which are distributed throughout a car park. The cameras are connected using different types of wireless communication. The data is processed in real time by the sensors and sent to a cloud server, where it is analyzed, stored, and presented to the end user. The object detection, tracking, and optical character recognition system are executed by the vision sensor, which utilizes a combination of convolutional neural networks and a proprietary deep-learning-based object detection algorithm. This solution has achieved high levels of classification accuracy (99.97 percent) and high image processing speeds (66 ms).",Wireless communication;Automobiles;Wireless sensor networks;Wireless fidelity;Intelligent sensors;Remote monitoring
10.1109/TMM.2020.2966885,,"Lou, Yihang and Duan, Ling-Yu and Luo, Yong and Chen, Ziqian and Liu, Tongliang and Wang, Shiqi and Gao, Wen",2020,Towards Efficient Front-End Visual Sensing for Digital Retina: A Model-Centric Paradigm,article,IEEE Transactions on Multimedia,ieee,"The digital retina excels at providing enhanced visual sensing and analysis capability for city brain in smart cities, and can feasibly convert the visual data from visual sensors into semantic features. With the deployment of deep learning or handcrafted models, these features are extracted on front-end devices, then delivered to back-end servers for advanced analysis. In this scenario, we propose a model generation, utilization and communication paradigm, aiming at strong front-end sensing capabilities for establishing better artificial visual systems in smart cities. In particular, we propose an integrated multiple deep learning models reuse and prediction strategy, which dramatically increases the feasibility of the digital retina in large-scale visual data analysis in smart cities. The proposed multi-model reuse scheme aims to reuse the knowledge from models cached and transmitted in digital retina to obtain more discriminative capability. To efficiently deliver these newly generated models, a model prediction scheme is further proposed by encoding and reconstructing model differences. Extensive experiments have been conducted to demonstrate the effectiveness of proposed model-centric paradigm.",Biological system modeling;Retina;Adaptation models;Visualization;Brain modeling;Computational modeling;Sensors;Digital retina;model reuse;model communication;visual sensing
10.1109/ICTON51198.2020.9203141,,"Olmos, J. J. Vegas and Cugini, Filippo and Buining, Fred and O'Mahony, Niamh and Truong, Thuy and Liss, Liran and Oved, Tzahi and Binshtock, Zac and Goldenberg, Dror",2020,Big Data Processing and Artificial Intelligence at the Network Edge,inproceedings,2020 22nd International Conference on Transparent Optical Networks (ICTON),ieee,"The delivery of computing services - including storage, databases, networking, software, analytics, intelligence and more is moving from the cloud towards the edge; among all technical requirements, the edge needs to be able to natively support artificial intelligence processes to enable new technological paradigms, such as smart Factory 4.0, healthcare assisted living, smart cities and advanced robotics, for example. In this paper, we will present the enabling technologies to will be developed within the “Big data processing and artificial intelligence at the network edge” (BRAINE) project, one of the largest joint activities in Europe in the area of edge computing enabling artificial intelligence. BRAINE covers the full stack of a system solution, from subsystem integration up to artificial intelligence service provisioning, and includes four use cases of direct impact in the European ecosystem.",Edge computing;Artificial intelligence;Switches;Hardware;Software;Cooling;Europe;edge computing;artificial intelligence;computing infrastructure;extreme scale analytics
10.1109/MCE.2020.3023538,,"Ezeobi, Uchenna and Olufowobi, Habeeb and Young, Clinton and Zambreno, Joseph and Bloom, Gedare",2022,Reverse Engineering Controller Area Network Messages Using Unsupervised Machine Learning,article,IEEE Consumer Electronics Magazine,ieee,"The smart city landscape is rife with opportunities for mobility and economic optimization, but also presents many security concerns spanning the range of components and systems in the smart ecosystem. One key enabler for this ecosystem is smart transportation and transit, which is foundationally built upon connected vehicles. Ensuring vehicular security, while necessary to guarantee passenger and pedestrian safety, is itself challenging due to the broad attack surfaces of modern automotive systems. A single car contains dozens to hundreds of small embedded computing devices known as electronic control units (ECUs) executing hundreds of millions of lines of code; the inherent complexity of this tightly integrated cyber-physical system (CPS) is one of the key problems that frustrate effective security. We describe an approach to help reduce the complexity of security analyses by leveraging unsupervised machine learning to learn clusters of messages passed between ECUs that correlate with changes in the CPS state of a vehicle as it moves throughout the world. Our approach can help to improve the security of vehicles in a smart city, and can leverage smart city infrastructure to further enrich and refine the quality of the machine learning output.",Smart cities;Reverse engineering;Security;Machine learning;Ecosystems;Clustering algorithms;Complexity theory
10.1109/MWC.015.2100177,,"Muhammad, Ghulam and Hossain, M. Shamim",2021,Deep-Reinforcement-Learning-Based Sustainable Energy Distribution for Wireless Communication,article,IEEE Wireless Communications,ieee,"Many countries and organizations have proposed smart city projects to address the exponential growth of the population by promoting and developing a new paradigm for maximizing electricity demand in cities. Since Internet of Things (IoT)-based systems are extensively used in smart cities where huge amounts of data are generated and distributed, it could be challenging to directly capture data from a composite environment and to offer precise control behavior in response. Proper scheduling of numerous energy devices to meet the need of users is a demand of the smart city. Deep reinforcement learning (DRL) is an emerging methodology that can yield successful control behavior for time-variant dynamic systems. This article proposes an efficient DRL-based energy scheduling approach that can effectively distribute the energy devices based on consumption and users' demand. First, a deep neural network classifies the energy devices currently available in a framework. The DRL then efficiently schedules the devices. Edge-cloud-coordinated DRL is shown to reduce the delay and cost of smart grid energy distribution.",Deep learning;Wireless communication;Costs;Smart cities;Processor scheduling;Distributed databases;Scheduling;Reinforcement learning;Sustainable development
10.1109/MCOM.2019.1800603,,"Zhao, Lei and Wang, Jiadai and Liu, Jiajia and Kato, Nei",2019,Routing for Crowd Management in Smart Cities: A Deep Reinforcement Learning Perspective,article,IEEE Communications Magazine,ieee,"The concept of smart city has been flourishing based on the prosperous development of various advanced technologies: mobile edge computing (MEC), ultra-dense networking, and software defined networking. However, it becomes increasingly complicated to design routing strategies to meet the stringent and ever changing network requirements due to the dynamic distribution of the crowd in different sectors of smart cities. To alleviate the network congestion and balance the network load for supporting smart city services with dramatic disparities, we design a deep-reinforcement- learning-based smart routing algorithm to make the distributed computing and communication infrastructure thoroughly viable while simultaneously satisfying the latency constraints of service requests from the crowd. Besides the proposed algorithm, extensive numerical results are also presented to validate its efficacy.",Smart cities;Urban areas;Urban planning;Medical services;Base stations;Computer architecture;Smart homes
10.1109/IOTSMS52051.2020.9340211,,"Corchado, Juan Manuel",2020,AIoT for Smart territories,inproceedings,"2020 7th International Conference on Internet of Things: Systems, Management and Security (IOTSMS)",ieee,"Summary form only given, as follows. The complete presentation was not made available for publication as part of the conference proceedings. Artificial Intelligence revived in the last decade. The need for progress, the growing processing capacity and the low cost of the Cloud have facilitated the development of new, powerful algorithms. The efficiency of these algorithms in Big Data processing, Deep Learning and Convolutional Networks is transforming the way we work and is opening new horizons. Thanks to them, we can now analyse data and obtain unimaginable solutions to today’s problems. Nevertheless, our success is not entirely based on algorithms, it also comes from our ability to follow our “gut” when choosing the best combination of algorithms for an intelligent artefact. It’s about approaching engineering with a lot of knowledge and tact. This involves the use of both connectionist and symbolic systems, and of having a full understanding of the algorithms used. Moreover, to address today’s problems we must work with both historical and real-time data. We must fully comprehend the problem, its time evolution, as well as the relevance and implications of each piece of data, etc. It is also important to consider development time, costs and the ability to create systems that will interact with their environment, will connect with the objects that surround them and will manage the data they obtain in a reliable manner. In this keynote, the evolution of intelligent computer systems will be examined. The need for human capital will be emphasised, as well as the need to follow one’s “gut instinct” in problem-solving. We will look at the benefits of combining information and knowledge to solve complex problems and will examine how knowledge engineering facilitates the integration of different algorithms. Furthermore, we will analyse the importance of complementary technologies such as IoT and Blockchain in the development of intelligent systems. It will be shown how tools like “Deep Intelligence” make it possible to create computer systems efficiently and effectively. “Smart” infrastructures need to incorporate all added-value resources so they can offer useful services to the society, while reducing costs, ensuring reliability and improving the quality of life of the citizens. The combination of AI with IoT and with blockchain offers a world of possibilities and opportunities. The use of edge platforms or fog computing helps increase efficiency, reduce network latency, improve security and bring intelligence to the edge of the network; close to the sensors, users and to the medium used. This keynote will present success stories regarding specially smart cities. All these fields require the development of interactive, reliable and secure systems which we are capable of building thanks to current advances. Deepint.net, a tool developed by DCSc and BISITE will be presented. Several use cases of intelligent systems will be presented and it will be analysed how the different processes have been optimized by means of tools that facilitate decision-making.",Tools;Reliability;Knowledge engineering;Intelligent systems;Security;Internet of Things;Computer network reliability
10.1109/MWC.2017.1600275,,"Wang, Jingjing and Jiang, Chunxiao and Zhang, Kai and Quek, Tony Q. S. and Ren, Yong and Hanzo, Lajos",2018,"Vehicular Sensing Networks in a Smart City: Principles, Technologies and Applications",article,IEEE Wireless Communications,ieee,"Given the escalating population across the globe, it has become paramount to construct smart cities, aiming for improving the management of urban flows relying on efficient information and communication technologies (ICT). Vehicular sensing networks (VSNs) play a critical role in maintaining the efficient operation of smart cities. Naturally, there are numerous challenges to be solved before the wide-spread introduction of VSNs, including the conception of an accurate topological analysis method and a beneficial cooperation mechanism during the process of city-wide information sharing. Hence, in this article, we construct a VSN-aided smart city model and appraise a range of intelligent applications in terms of both public services and urban flow management. Then, the information source selection algorithm of a complex network and a reinforcement learning based city information sharing mechanism are considered, complemented by a range of open challenges.",Smart cities;Intelligent vehicles;Wireless sensor networks;Urban planning;Sociology;Statistics
10.1109/VCIP47243.2019.8965802,,"Wang, Yuqin and Xu, Jingce and Ji, Wen",2019,An Optimal Coverage Model for the Deployment of IoT Devices in Feature-based Video Transmission Systems,inproceedings,2019 IEEE Visual Communications and Image Processing (VCIP),ieee,"With the development of visual devices and artificial intelligence technologies, many researchers focus on how to deploy a massive of IoT devices efficiently. The visual devices in smart cities produce large amount of real-time visual data, which challenges the ability of current transmission architecture in Cloud computing. We address how to improve the utilization of both computation and transmission resources for visual data processing through introducing the Fog computing technologies. We propose to use deep learning models and salient zones extraction method to decrease the data amount as well as maintaining important features of visual data. Furthermore, we develop how to arrange Fog nodes reasonably according to the location of the end devices and the data produced from the devices. Simulation results on public video dataset demonstrate that the proposed method achieves 48.85% in term of SSIM higher than that of HEVC. The proposed approach decreases the delay by around 75.93% than the traditional transmission without Fog nodes. The proposed method achieves a high compression ratio and guarantees the quality of the video.",video transmission;video feature;Fog node deployment;visual IoT
10.23919/JCC.2020.11.001,,"Dong, Peiran and Ning, Zhaolong and Ma, Rong and Wang, Xiaojie and Hu, Xiping and Hu, Bin",2020,NOMA-based energy-efficient task scheduling in vehicular edge computing networks: A self-imitation learning-based approach,article,China Communications,ieee,"Mobile Edge Computing (MEC) is promising to alleviate the computation and storage burdens for terminals in wireless networks. The huge energy consumption of MEC servers challenges the establishment of smart cities and their service time powered by rechargeable batteries. In addition, Orthogonal Multiple Access (OMA) technique cannot utilize limited spectrum resources fully and efficiently. Therefore, Non-Orthogonal Multiple Access (NOMA)-based energy-efficient task scheduling among MEC servers for delay-constraint mobile applications is important, especially in highly-dynamic vehicular edge computing networks. The various movement patterns of vehicles lead to unbalanced offloading requirements and different load pressure for MEC servers. Self-Imitation Learning (SIL)-based Deep Reinforcement Learning (DRL) has emerged as a promising machine learning technique to break through obstacles in various research fields, especially in time-varying networks. In this paper, we first introduce related MEC technologies in vehicular networks. Then, we propose an energy-efficient approach for task scheduling in vehicular edge computing networks based on DRL, with the purpose of both guaranteeing the task latency requirement for multiple users and minimizing total energy consumption of MEC servers. Numerical results demonstrate that the proposed algorithm outperforms other methods.",Task analysis;Servers;Delays;Energy efficiency;Energy consumption;Edge computing;NOMA;NOMA;energy-efficient scheduling;vehicular edge computing;imitation learning
10.1109/CSE/EUC.2019.00038,,"Falco, Gregory",2019,Participatory AI: Reducing AI Bias and Developing Socially Responsible AI in Smart Cities,inproceedings,2019 IEEE International Conference on Computational Science and Engineering (CSE) and IEEE International Conference on Embedded and Ubiquitous Computing (EUC),ieee,"As smart cities evolve, artificial intelligence (AI) will increasingly be used to manage decisions for how cities operate. For everything from incarceration sentencing, city pension appropriation, surveillance and infrastructure management, AI will play a role. The author argues that implementing AI for a smart city should be decided similarly to how cities decide on major infrastructural planning projects. For both, there are social and ethical implications of deployment. A protocol is proposed for smart city AI so that AI can be seen as an ethical and trustworthy city asset rather than an adversary fraught with controversy and bias. This is achieved through participatory AI - the marriage of a fully transparent data architecture, such as the blockchain, and the urban planning practice of participatory planning. The diversity of opinions that participatory AI affords enables cities to facilitate socially responsible AI outcomes.",Artificial intelligence;Planning;Smart cities;Surveillance;Autonomous agents;Decision making;Responsible AI; AI Bias; Participatory Planning; Blockchain; Smart Cities
10.1109/ACCESS.2018.2888940,,"Yu, Haiyang and Yang, Zhen and Sinnott, Richard O.",2019,Decentralized Big Data Auditing for Smart City Environments Leveraging Blockchain Technology,article,IEEE Access,ieee,"The idea of big data has gained extensive attention from governments and academia all over the world. It is especially relevant for the establishment of a smart city environment combining complex heterogeneous data with data analytics and artificial intelligence (AI) technology. Big data is generated from many facilities and sensor networks in smart cities and often streamed and stored in the cloud storage platform. Ensuring the integrity and subsequent auditability of such big data is essential for the performance of AI-driven data analysis. Recent years has witnessed the emergence of many big data auditing schemes that are often characterized by third party auditors (TPAs). However, the TPA is a centralized entity, which is vulnerable to many security threats from both inside and outside the cloud. To avoid this centralized dependency, we propose a decentralized big data auditing scheme for smart city environments featuring blockchain capabilities supporting improved reliability and stability without the need for a centralized TPA in auditing schemes. To support this, we have designed an optimized blockchain instantiation and conducted a comprehensive comparison between the existing schemes and the proposed scheme through both theoretical analysis and experimental evaluation. The comparison shows that lower communication and computation costs are incurred with our scheme than with existing schemes.",Big Data;Smart cities;Cloud computing;Reliability;Security;Big data;smart city;data auditing;blockchain
10.1109/ASET48392.2020.9118184,,"Naaz, Tamanna and Rajput, Banafsha",2020,Smart Materials Build Smart Cities: ExploringMaterials for Smart wall facades,inproceedings,2020 Advances in Science and Engineering Technology International Conferences (ASET),ieee,"Smart cities in the recent times follow transformation due to various factors like growth, population, advancement, awareness etc however these transformations should go in sync with the evolution in technology. Therefore, an unstoppable process of endless and effortless reinvention must be set in motion. Technology is a boon for reinventions & advancements like R&D in artificial intelligence, nano- and bio-technologies, virtual reality, are beginning to provide exciting solutions. Smart Materials are the core building block of a smart building and thus an integral part to build a smart city. Wall facades are often neglected for their inactive behavior in the surroundings, however they make a space functional and are a significant element of a building. Advanced and responsive (Smart) materials can be used to build smart wall facades for our buildings from both exterior and interior perspective. A detail study of three smart and intelligent materials applied on walls in the interior and the exterior facades of buildings has been done. This research investigates the role and functions of materials in creating smart buildings and their contribution to creating better interior spaces and better living experiences and will help to reduce the ecological impact to a greater scale in smart cities by reduced energy consumptions and pollution emission during their applications.",Productivity;Costs;Smart buildings;Smart cities;Virtual reality;Transforms;Synchronization;Smart cities;smart materials;smart wall facades;technology
10.1049/icp.2021.0903,,"Moses C, J. and Prasad, K. M. V. V.",2020,Hybrid Sensor-based traffic monitoring and managing urban areas in hyderabad city,inproceedings,3rd Smart Cities Symposium (SCS 2020),ieee,"Traffic control and management is an important factor in related with development of urban. A smart city comprises of smart health care, smart environment, smart home and smart road transportation system. For all these modernizations both artificial intelligence (AI) and machine learning (ML) take major parts in smart operation. By using hybrid sensors, the traffic light systems can be triggered depending on the measured volume of traffic, including temporary deactivation of the traffic lights when roads are quiet. The traffic data collected with the hybrid technology is then used to analyse and control traffic volumes. The radar technology for traffic monitoring applications include traffic light controls, speed enforcement, traffic monitoring and traffic classification. Therefore, this proposal suggests exploring design and prototype model and utilize the model for appropriate road traffic monitoring and management system. The objectives of the proposed system are to reduce traffic congestion, to count traffic flow, to classify the traffic, to provide green environment by reducing air-pollution generated by vehicles, to provide safety for stakeholders (pedestrians and driver and passengers) and to forecast traffic flow.",
10.1109/JIOT.2022.3151619,,"Deng, Cailian and Fang, Xuming and Wang, Xianbin",2022,"UAV-enabled Mobile Edge Computing for AI Applications: Joint Model Decision, Resource Allocation and Trajectory Optimization",article,IEEE Internet of Things Journal,ieee,"Due to the flexible mobility and agility, unmanned aerial vehicles (UAVs) are expected to be deployed as aerial base stations (BSs) in future air-ground integrated wireless networks, providing temporary and controllable coverage and additional computation capabilities for ground Internet of Things (IoT) devices with or without infrastructure support. Meanwhile, with the breakthrough of artificial intelligence (AI), more and more AI applications relying on AI methods such as deep neural networks (DNNs) are expected to be applied in various fields such as smart homes, smart factories and smart cities to improve our lifestyles and efficiency dramatically. However, AI applications are generally computation-intensive, latency-sensitive, and energy-consuming, making resource-constrained IoT devices unable to benefit from AI anytime and anywhere. In this paper, we study mobile edge computing (MEC) for AI applications in air-ground integrated wireless networks. Our goal is to minimize the service latency while ensuring the learning accuracy requirements and energy consumption. To achieve that, we take DNN as the typical AI application and formulate an optimization problem that optimizes the DNN model decision, computation and communication resource allocation, and UAV trajectory control, subject to the energy consumption, latency, computation and communication resource constraints. Considering the formulated problem is non-convex, we decompose it into multiple convex subproblems and then alternately solve them till they converge to the desired solution. Simulation results show that the proposed algorithm significantly improves the system performance for AI applications.",Artificial intelligence;Computational modeling;Energy consumption;Task analysis;Resource management;Autonomous aerial vehicles;Servers;Internet of Things;unmanned aerial vehicle (UAV);mobile edge computing (MEC);resource allocation;trajectory control.
10.1109/BLOC.2019.8751291,,"Radhakrishnan, Rahul and Ramachandran, Gowri Sankar and Krishnamachari, Bhaskar",2019,SDPP: Streaming Data Payment Protocol for Data Economy,inproceedings,2019 IEEE International Conference on Blockchain and Cryptocurrency (ICBC),ieee,"Applications in the area of IoT and smart cities rely heavily on data to manage and control their operational environments. In such applications, machine learning and artificial intelligence algorithms help the government officials, city administrators, and industries to make an informed decision on managing their cities and factories using the data collected from various sources. As we step into the era where ”data is termed as new oil”, there is a need for protocols with support for selling and buying data without giving up the data ownership to third-parties. In this demo, we present Streaming Data Payment Protocol (SDPP), which is an application layer protocol for selling and buying data. SDPP uses blockchain and distributed ledger technology for micropayments and immutable storage of transaction records. In addition, our protocol has a built-in mechanism to set data granularity since the bulk transfer of data between a seller and a buyer may lead to a loss for the seller if the buyer terminates the connection after receiving the data without making a payment. In this demo, we present SDPP and explain how it can contribute to the emerging data economy using a proof-of-concept implementation that uses TCP protocol for data communication and IOTA as both cryptocurrency and a distributed ledger.",Protocols;Distributed ledger;Servers;Smart cities;Blockchain;Cryptocurrency;SDPP;Data Economy;IoT;Data Marketplace
10.1109/ICSPC46172.2019.8976631,,"Aggarwal, Sachin and Kumar, Anil",2019,A Smart Irrigation System to Automate Irrigation Process Using IOT and Artificial Neural Network,inproceedings,2019 2nd International Conference on Signal Processing and Communication (ICSPC),ieee,"In the today's world we are growing towards the automation of day to day daily life task in which we are focused on creation of smart cities, smart home etc. which includes a lot of work which deals with automation of task using Artificial Intelligence, Internet of Things and machine Learning. These technologies are widely used to creates a system for automation of different tasks. In this technology driven society there is a need of creation of a system to automate the process of irrigation of crops to help farmers. The currently used system includes a lot of human efforts, money and time which will not be required after the development of an automated irrigation system. In this there is a need of creating a system which can collect data then analyze that date and generate results in real time. also, the overall cost should be low enough so that a farmer can afford it. In this paper we are focusing on creating a low-cost smart device which can be used to collect the data of moisture in soil at different places, pH and temperature of soil. We focus of creating a device with Arduino along with some sensors and modules to collect these data at different places in farm. After collecting this data this device will send this data to server with the help of a Wi-Fi module attached to the device. At the same time, we are using an Artificial Neural Network model for the analysis of this data for generating high accuracy results. Finally based on the results the device triggers a valve to automatically start and stop the flow of water in the farm.",Internet of things;Artificial Neural Network;Sensors;WEB App;Android App;Machine Learning
10.1109/ICASET.2019.8714304,,"Qaisar, Saeed Mian and Hammad, Noofa and Khan, Raviha and Asfour, Rawan",2019,A Speech to Machine Interface Based on Perceptual Linear Prediction and Classification,inproceedings,2019 Advances in Science and Engineering Technology International Conferences (ASET),ieee,"The recent technological advancements are focusing on developing the smart systems to facilitate the subscribers and to improve their lifestyle. The machine learning algorithms and artificial intelligence are becoming the elementary tools, which are used i n the establishment of smart cities and smart buildings across the globe. In this context, automatic speech recognition based system is devised. It can be effectively integrated in smart spaces like buildings, offices, homes, etc. The system digitally processes the acquired speech command and extracts its Perceptual Linear Predictive Coding Coefficients (PLPCC). IN next step a comparison of the extracted parameters is made with the templates in order to recognize the incoming command. The command recognition is achieved with a specifically developed voting based classifier. The classification algorithm is described. A method to characterize the developed classifier is also discussed. On the detection of a command the embedded controller is piloted by a specific flag. The front-end controller decodes this flag and performs a desired action by piloting a specific actuator. A system prototype is realized. Preliminary, its application is demonstrated as a speech driven curtain controller. The front end controller is implemented with an Arduino board and motors are employed as curtain drivers. The prototype functionality is successfully tested and results are presented.",Speech processing;Feature extraction;Automatic speech recognition;Actuators;Prototypes;Databases;Machine Learning;Speech recognition;Perceptual Linear Predictive Coding;Classification;Arduino
