doi,url,author,year,title,articleType,sourceTitle,base,abstract,keywords
https://doi.org/10.1016/j.cognition.2012.05.008,https://www.sciencedirect.com/science/article/pii/S001002771200100X,Leher Singh and Joanne Foong,2012,Influences of lexical tone and pitch on word recognition in bilingual infants,article,Cognition,ScienceDirect,"Infants’ abilities to discriminate native and non-native phonemes have been extensively investigated in monolingual learners, demonstrating a transition from language-general to language-specific sensitivities over the first year after birth. However, these studies have mostly been limited to the study of vowels and consonants in monolingual learners. There is relatively little research on other types of phonetic segments, such as lexical tone, even though tone languages are very well represented across languages of the world. The goal of the present study is to investigate how Mandarin Chinese–English bilingual learners contend with non-phonemic pitch variation in English spoken word recognition. This is contrasted with their treatment of phonemic changes in lexical tone in Mandarin spoken word recognition. The experimental design was cross-sectional and three age-groups were sampled (7.5months, 9months and 11months). Results demonstrated limited generalization abilities at 7.5months, where infants only recognized words in English when matched in pitch and words in Mandarin that were matched in tone. At 9months, infants recognized words in Mandarin Chinese that matched in tone, but also falsely recognized words that contrasted in tone. At this age, infants also recognized English words whether they were matched or mismatched in pitch. By 11months, infants correctly recognized pitch-matched and – mismatched words in English but only recognized tonal matches in Mandarin Chinese.",Bilingualism; Infant tone perception; Infant word recognition
https://doi.org/10.1016/S2215-910X(14)70027-8,https://www.sciencedirect.com/science/article/pii/S2215910X14700278,Guillermo Albán-González and Teresa Ortega-Campoverde,2014,Relationship between bilingualism and Alzheimer's,article,Suma de Negocios,ScienceDirect,"This paper compiles several studies that show the relationship between bilingualism and Alzheimer's disease. Studies here compiled were independently carried out between 1991 and 2012 in the United States, in Canada, in the United Kingdom, in India and in Sweden. The paper reviews the results of studies that show that the time elapsed between early Alzheimer's diagnosis and the actual appearance of telltale symptom is up to five years longer in elderly bilinguals than in elderly monolinguals. Cradle bilinguals benefit most from bilingualism but language learning in adulthood can also benefits speakers. These and related scientific facts are compiled. Reports of scientific research are presented, and its conclusions are summarized. Resumen Este paper recompila estudios que muestran la relación existente entre el bilingüismo y el mal de Alzheimer. Los estudios se realizaron independientemente entre 1991 y 2012 en Estados Unidos, en el Canadá, en el Reino Unido, en la India y en Suecia. El paper revisa los resultados de estos estudios que muestran que el tiempo que transcurre entre el diagnóstico precoz de Alzheimer's y la presentación de los primeros síntomas es hasta cinco años más demorado en ancianos bilingües que en ancianos monolingües. Quienes más se benefician del bilingüismo son los que han sido bilingües desde la cuna pero también se ha demostrado que se benefician los hablantes que aprenden idiomas en la adultez. Tanto estos como otros hechos científicos relacionados se presentan y se resumen sus conclusiones.",bilingualism; Alzheimer's; symptoms; hippocampus; cerebral cortex; cognitive; bilingüismo; Alzheimer's; síntomas; hipocampo; corteza cerebral; cognitivo
https://doi.org/10.1016/j.jcomdis.2020.106049,https://www.sciencedirect.com/science/article/pii/S0021992420301179,Elena Tribushinina and Elena Dubinkina-Elgart and Nadezhda Rabkina,2020,Can children with DLD acquire a second language in a foreign-language classroom? Effects of age and cross-language relationships,article,Journal of Communication Disorders,ScienceDirect,"There is a growing pressure to teach foreign languages as early as possible, and children with Developmental Language Disorder (DLD) are not immune from these pressures. However, current scholarship lacks crucial insights into how children with DLD respond to L2 learning with minimal (classroom) exposure. In this paper, we report the results of a longitudinal study tracing the development of L1 Russian and English as a Foreign Language (EFL) skills in a group of learners with DLD (age of EFL onset: 7;9–12;1). The performance of the DLD group was compared to that of typically-developing controls, matched for classroom EFL exposure. Proficiency in English and Russian was measured three times (after one, one-and-a-half and two years of EFL instruction). At Time 1, there were no significant differences between groups on the EFL measures, but the performance of the typically-developing children significantly improved with time, and that of the DLD group did not. In the DLD group, age of EFL onset was positively related to English receptive vocabulary size. The relation between L1 and L2 proficiency in the DLD group was weaker than in the comparison group. This pattern is probably due to the floor performance of the DLD group in the grammatical domain, but may also indicate that the disorder affects cross-language transfer in the vulnerable domains.",Developmental language disorder; English as a foreign language; Age effects; Cross-language transfer
https://doi.org/10.1016/j.tate.2011.04.003,https://www.sciencedirect.com/science/article/pii/S0742051X11000400,Victor Moin and Anna Breitkopf and Mila Schwartz,2011,Teachers’ views on organizational and pedagogical approaches to early bilingual education: A case study of bilingual kindergartens in Germany and Israel,article,Teaching and Teacher Education,ScienceDirect,"The article focuses on bilingual kindergartens in Germany and Israel offering education in both host (German or Hebrew) and immigrant (Russian) languages. The main questions are how teachers of bilingual kindergartens understand and explain the organizational and pedagogical principles of the kindergartens and how they negotiate home and host country pedagogical experience. The methodological background of the study is Critical Discourse Analysis. The results reveal differences in the organizational and pedagogical principles that can be attributed to the preschool education policies in Germany and Israel, the status of the Russian language, and the specific characteristics of the kindergartens.",Bilingual kindergartens; Teachers’ reflection; Pedagogical principles; Germany; Israel; Immigrants
https://doi.org/10.1016/j.bandl.2010.06.003,https://www.sciencedirect.com/science/article/pii/S0093934X10001136,Maddalena Ciaghi and Elisa Pancheri and Gabriele Miceli,2010,"Semantic paralexias: A group-case study on the underlying functional mechanisms, incidence and clinical features in a consecutive series of 340 Italian aphasics",article,Brain and Language,ScienceDirect,"We studied the reading performance of 340 consecutive, Italian-speaking aphasics in order to evaluate the clinical features of deep dyslexia, the functional impairments underlying semantic paralexias, and their neuranatomical correlates. Semantic paralexias were observed in 9/340 subjects (2.4%). Our data and a review of the literature show that most deep dyslexics suffer from superficial and deep vascular damage in the territory of the left middle cerebral artery, and that they are relatively young, well-educated individuals, in the chronic stage of their disease. In these subjects, perisylvian damage might be mainly responsible for damage to sublexical grapheme–phoneme Conversion (GPC) procedures, and extrasylvian damage for lexical–semantic impairment. Semantic paralexias might originate in the right hemisphere, or in left perilesional regions. The functional impairment underlying deep dyslexia was analyzed with specific reference to the summation hypothesis, i.e., to the hypothesis that in reading, GPC procedures interact with lexical–semantic information, thus blocking semantically incorrect responses. On this account, semantic paralexias should only occur when, in the presence of lexical–semantic damage, GPC rules are disrupted to the point that the interaction can no longer take place. In agreement with the hypothesis, only cases with co-occurring lexical–semantic and GPC damage produced semantic paralexias; and, these were the subjects with the most severe GPC damage. The inability to apply approximately 45% GPC mappings is the critical level of sublexical damage that no longer allows GPC procedures to interact with lexical–semantic information.",Deep dyslexia; Semantic paralexias; Lexical–semantic system; Grapheme–phoneme correspondence procedures; Sublexical conversion mechanisms; Summation hypothesis; Direct route reading models; Middle cerebral artery stroke; Right-hemisphere reading
https://doi.org/10.1016/j.jneuroling.2016.01.002,https://www.sciencedirect.com/science/article/pii/S0911604415300178,Han Gao and Hongmin Bai and Lixin Han and Tiandong Li and Wei Wang and Yibing Liu and Jian Lin and Xuan Zeng and Guoliang Wang and Yubao Wang and Limin Wang and Xiaopeng Zhang and Weimin Wang,2016,Language-associated cortical regions in non-proficient Chinese–English bilinguals with glioma,article,Journal of Neurolinguistics,ScienceDirect,"In fluent bilingual patients with glioma, brain mapping for the two languages is necessary because the language areas for both languages may not completely overlap. However, whether or not non-fluent bilingual patients with glioma should undergo the same procedure has yet to be determined. In this study, the distribution characteristics of language-associated cortical regions in non-fluent Chinese–English bilinguals (CEBs) with glioma were explored. Six unskilled Chinese–English late bilingual patients with glioma in eloquent cortical regions underwent awake brain surgery. Preoperative blood-oxygen-level dependent functional magnetic resonance imaging (BOLD-fMRI) was performed to position bilingual regions. Direct cortical electrical stimulation (DCES) was conducted for intraoperative positioning of bilingual cortical regions. The identified language-positive regions were protected during tumor resection to preserve language function after surgery, and BOLD-fMRI and DCES results were compared. Results showed that 71 points were stimulated in 6 CEB patients. Three specific language regions (4.2%), including 2 specific English language regions (2.8%) and 1 specific Chinese language region (1.4%), were located in the frontal and temporal lobes. Comparisons between BOLD-fMRI and DCES showed a sensitivity, specificity and consistency of 75.0%, 30.9% and 40.9%, respectively. Non-fluent Chinese–English late bilinguals have specific bilingual cortical regions, and the test for both languages during surgery is necessary. The language region positioning results of BOLD-fMRI cannot replace the position accuracy provided by DCES.",Bilingual; Cortical region; Awake brain surgery; BOLD-fMRI; DCES
https://doi.org/10.1016/j.actpsy.2013.09.011,https://www.sciencedirect.com/science/article/pii/S0001691813002163,Silvia Primativo and Pasquale Rinaldi and Shaunna O'Brien and Despina Paizi and Lisa S. Arduino and Cristina Burani,2013,Bilingual vocabulary size and lexical reading in Italian,article,Acta Psychologica,ScienceDirect,"In the present study we investigated how the vocabulary size of English–Italian bilinguals affects reading aloud in Italian (L2) modulating the reader's sensitivity to lexical aspects of the language. We divided adult bilinguals in two groups according to their vocabulary size (Larger — LV, and smaller — SV), and compared their naming performance to that of native Italian (NI) readers. In Experiment 1 we investigated the lexicality and word frequency effects in reading aloud. Similarly to NI, both groups of bilinguals showed these effects. In Experiment 2 we investigated stress assignment – which is not predictable by rule – to Italian words. The SV group made more stress errors in reading words with a non-dominant stress pattern compared to the LV group. The results suggest that the size of the reader's L2 lexicon affects the probability of correct reading aloud. Overall, the results indicate that proficient adult bilinguals show a similar sensibility to the statistical and distributional properties of the language as compared to Italian monolinguals.",Bilingualism; Reading aloud; Vocabulary size; Lexical effects; Word stress assignment
https://doi.org/10.1016/j.nrleng.2019.07.007,https://www.sciencedirect.com/science/article/pii/S2173580821001292,J. Peña-Casanova and L. Vinaixa and F. Diéguez-Vide and N. Gramunt-Fombuena and A. Soler-Campillo,2021,Assessment of aphasia: dialectal and cultural considerations in neurology,article,Neurología (English Edition),ScienceDirect,"Introduction In the context of neurological disorders, language assessment is traditionally based on the use of the standard language of the community in which the assessment is performed. Dialectal variables constitute a “forgotten” topic. This review aims to provide resources and working guidelines to overcome this limitation. Development The study was conducted as follows: 1) review of basic concepts of dialectology (language, dialect, isogloss line, idiolect, register, “standard variant,” bilingualism); 2) characterisation of Spanish and Catalan dialectologies and search for online resources for the development of neurological assessment tools; 3) ad hoc search on the PubMed database (keywords: “dialect,” “aphasia,” and “multilingual”). Conclusions We provide online resources to promote adequate development of assessment tools in Spanish and Catalan, accounting for dialectal considerations. We propose a set of working guidelines for the introduction of dialectal variables in language tests to ensure their ultimate objective: to evaluate the real use of the language, and not cultural knowledge of the standard language. Resumen Introducción La evaluación del lenguaje en el contexto de las alteraciones neurológicas se fundamenta, tradicionalmente, en el uso de la lengua estándar de la comunidad en la que tiene lugar. Las variables dialectales constituyen un tema «olvidado». El objetivo de esta revisión es aportar recursos y guías de trabajo para superar esta limitación. Desarrollo (1) Revisión de conceptos propios de la dialectología (lengua, dialecto, líneas isoglosas, idiolecto, registro, «variante estándar», bilingüismo). (2) Caracterización fundamental de las dialectologías española y catalana y búsqueda de recursos online para el desarrollo de instrumentos en neurología. (3) Búsqueda ad hoc en PubMed (palabras clave: dialect, aphasia, multilingual). Conclusiones (1) Se aportan recursos online para promover un adecuado desarrollo de instrumentos de evaluación en lenguas castellana y catalana, considerando aspectos dialectales. (2) Se aportan unas guías de trabajo orientadas a la introducción de variables dialectales en los test de lenguaje para asegurar su objetivo último: evaluar el uso real de la lengua, y no el conocimiento cultural de la lengua estándar.",Aphasia; Assessment; Dialects; Culture; Afasia; Evaluación; Dialectos; Cultura
https://doi.org/10.1016/j.neuroimage.2015.09.073,https://www.sciencedirect.com/science/article/pii/S1053811915009763,Miguel Burgaleta and Ana Sanjuán and Noelia Ventura-Campos and Núria Sebastian-Galles and César Ávila,2016,Bilingualism at the core of the brain. Structural differences between bilinguals and monolinguals revealed by subcortical shape analysis,article,NeuroImage,ScienceDirect,"Naturally acquiring a language shapes the human brain through a long-lasting learning and practice process. This is supported by previous studies showing that managing more than one language from early childhood has an impact on brain structure and function. However, to what extent bilingual individuals present neuroanatomical peculiarities at the subcortical level with respect to monolinguals is yet not well understood, despite the key role of subcortical gray matter for a number of language functions, including monitoring of speech production and language control — two processes especially solicited by bilinguals. Here we addressed this issue by performing a subcortical surface-based analysis in a sample of monolinguals and simultaneous bilinguals (N=88) that only differed in their language experience from birth. This analysis allowed us to study with great anatomical precision the potential differences in morphology of key subcortical structures, namely, the caudate, accumbens, putamen, globus pallidus and thalamus. Vertexwise analyses revealed significantly expanded subcortical structures for bilinguals compared to monolinguals, localized in bilateral putamen and thalamus, as well as in the left globus pallidus and right caudate nucleus. A topographical interpretation of our results suggests that a more complex phonological system in bilinguals may lead to a greater development of a subcortical brain network involved in monitoring articulatory processes.",Basal Ganglia; Thalamus; Structural MRI; Neuroanatomy; Bilingualism
https://doi.org/10.1016/j.ridd.2016.01.016,https://www.sciencedirect.com/science/article/pii/S0891422216300166,Helyn Kim and Abby G. Carlson and Timothy W. Curby and Adam Winsler,2016,"Relations among motor, social, and cognitive skills in pre-kindergarten children with developmental disabilities",article,Research in Developmental Disabilities,ScienceDirect,"Despite the comorbidity between motor difficulties and certain disabilities, limited research has examined links between early motor, cognitive, and social skills in preschool-aged children with developmental disabilities. The present study examined the relative contributions of gross motor and fine motor skills to the prediction of improvements in children's cognitive and social skills among 2,027 pre-kindergarten children with developmental disabilities, including specific learning disorder, speech/language impairment, intellectual disability, and autism spectrum disorder. Results indicated that for pre-kindergarten children with developmental disabilities, fine motor skills, but not gross motor skills, were predictive of improvements in cognitive and social skills, even after controlling for demographic information and initial skill levels. Moreover, depending on the type of developmental disability, the pattern of prediction of gross motor and fine motor skills to improvements in children's cognitive and social skills differed. Implications are discussed.",Motor skills; Developmental disabilities; Pre-kindergarten; Cognitive skills; Social skills
https://doi.org/10.1016/j.ecresq.2021.08.004,https://www.sciencedirect.com/science/article/pii/S0885200621001022,Tatiana Nogueira Peredo and Jeannette Mancilla-Martinez and Kelley Durkin and Ann P. Kaiser,2022,Teaching spanish‐speaking caregivers to implement EMT en Español: a small randomized trial,article,Early Childhood Research Quarterly,ScienceDirect,"The primary purpose of this study was to examine the effects of using the Teach-Model-Coach-Review approach to teach Spanish-speaking caregivers from low-income households to implement EMT en Español with their young children with language delays. A secondary purpose was to explore the effects of the caregiver-implemented intervention on children's vocabulary. A final and more exploratory goal was to gain insight into caregivers’ perceptions of the intervention. 21 caregiver-child dyads participated in the intent-to-treat randomized control trial. Their children were 30-43 months old with language delays. Dyads were randomly assigned to receive 24 caregiver training sessions delivered at home in Spanish or a wait list control group. Pre, post and 3-month follow assessments included observational measures of caregiver-child interactions and child standardized vocabulary assessments. Caregivers completed surveys rating their perception of the intervention. Caregivers in the intervention group had significantly higher percentages of matched turns, expansions, and targets at post-assessment and of expansions and targets at follow-up compared to the control group. Overall, children in the intervention condition had significantly higher receptive vocabulary scores and performed better than children in the control condition on observational measure of their lexical diversity, with moderate effect sizes for most outcomes. Caregivers perceived the intervention as effective and culturally appropriate. Teach-Model-Coach-Review is effective in increasing Spanish-speaking caregivers’ use of EMT en Español strategies with their young children with language delays. The intervention also appears to be effective for child vocabulary outcomes and acceptable to caregivers.",Spanish-speaking; Language impairment; Early intervention; Latino; Parent training
https://doi.org/10.1016/j.cortex.2011.01.011,https://www.sciencedirect.com/science/article/pii/S0010945211000268,Pierre-Yves Borius and Carlo Giussani and Louisa Draper and Franck-Emmanuel Roux,2012,Sentence translation in proficient bilinguals: A direct electrostimulation brain mapping,article,Cortex,ScienceDirect,"Direct cortical electrostimulation was used to study cortical areas hypothetically involved in translation in bilinguals during brain tumour resections, with a view to sparing these functional areas. A series of seven proficient bilingual patients was studied: two left-handed and five right-handed individuals with no pre-existing language deficit. Hemispheric cortex (on the side contralateral to the patient’s hand-dominance) was directly stimulated whilst the patient performed naming and reading tasks in both languages and a translation task (of a written text from their second ‘learned’ language to their first or ‘native’ language). Of the 147 different cortical sites studied, 26 ‘language functional sites’ were detected, where electrostimulation affected reading and/or naming in the patient’s native and/or second learned language. Of these, 8 sites (in 4 patients) were “task-specific” and “language-specific” i.e., affecting only naming or reading in only one of the patient’s languages. Of the 26 “language sites”, only 3 produced any interferences in translation. All of these were located in frontal regions. Electrostimulation at these sites caused the patient to stop translating abruptly, but no language switching or other translation-related phenomenon was observed. No site was found that was involved only in translation and not other language tasks. Overall, in contrast to other language tasks, cortical structures of the convexity were rarely involved in translation. We suggest that translation interference could be more readily detected by subcortical stimulations. This spatial dissociation within the brain of translation function versus other language functions could explain the cases of dissociated language impairments observed in some bilingual patients with brain lesions. On a practical level, because the cortical sites found by translation tasks are few and related with other cortical language sites, we think that translation tasks provide little additional helpful information for cortical brain mapping in bilingual neurosurgical patients.",Brain tumour; Cortical mapping; Bilingualism; Reading; Naming; Translation
https://doi.org/10.1016/j.bandl.2015.10.001,https://www.sciencedirect.com/science/article/pii/S0093934X1500200X,Karin A. Buetler and Diego {de León Rodríguez} and Marina Laganaro and René Müri and Thomas Nyffeler and Lucas Spierer and Jean-Marie Annoni,2015,Balanced bilinguals favor lexical processing in their opaque language and conversion system in their shallow language,article,Brain and Language,ScienceDirect,"Referred to as orthographic depth, the degree of consistency of grapheme/phoneme correspondences varies across languages from high in shallow orthographies to low in deep orthographies. The present study investigates the impact of orthographic depth on reading route by analyzing evoked potentials to words in a deep (French) and shallow (German) language presented to highly proficient bilinguals. ERP analyses to German and French words revealed significant topographic modulations 240–280ms post-stimulus onset, indicative of distinct brain networks engaged in reading over this time window. Source estimations revealed that these effects stemmed from modulations of left insular, inferior frontal and dorsolateral regions (German>French) previously associated to phonological processing. Our results show that reading in a shallow language was associated to a stronger engagement of phonological pathways than reading in a deep language. Thus, the lexical pathways favored in word reading are reinforced by phonological networks more strongly in the shallow than deep orthography.",Reading; Words; Orthographic depth; Dual-Route Model; ERP; EEG; Topography; Grapheme–phoneme conversion; Bilingual; Reading strategies
https://doi.org/10.1016/j.bandl.2017.04.002,https://www.sciencedirect.com/science/article/pii/S0093934X16302401,Yan Jing Wu and Guillaume Thierry,2017,Brain potentials predict language selection before speech onset in bilinguals,article,Brain and Language,ScienceDirect,"Studies of language production in bilinguals have seldom considered the fact that language selection likely involves proactive control. Here, we show that Chinese-English bilinguals actively inhibit the language not-to-be used before the onset of a picture to be named. Depending on the nature of a directive cue, participants named a subsequent picture in their native language, in their second language, or remained silent. The cue elicited a contingent negative variation of event-related brain potentials, greater in amplitude when the cue announced a naming trial as compared to when it announced a silent trial. In addition, the negativity was greater in amplitude when the picture was to be named in English than in Chinese, suggesting that preparation for speech in the second language requires more inhibition than preparation for speech in the native language. This result is the first direct neurophysiological evidence consistent with proactive inhibitory control in bilingual production.",Bilingualism; Speech production; Event-related potentials; Proactive inhibition; Executive control
https://doi.org/10.1016/j.bandl.2021.105057,https://www.sciencedirect.com/science/article/pii/S0093934X21001516,Andrey Zyryanov and Ekaterina Stupina and Elizaveta Gordeyeva and Olga Buivolova and Evdokiia Novozhilova and Yulia Akinina and Oleg Bronov and Natalia Gronskaya and Galina Gunenko and Ekaterina Iskra and Elena Ivanova and Anton Kalinovskiy and Evgenii Kliuev and Dmitry Kopachev and Elena Kremneva and Oksana Kryuchkova and Igor Medyanik and Nikita Pedyash and Viktoria Pozdniakova and Igor Pronin and Kristina Rainich and Andrey Reutov and Anastasia Samoukina and Anastasia Shlyakhova and Andrey Sitnikov and Olga Soloukhina and Konstantin Yashin and Valeriya Zelenkova and Andrey Zuev and Maria V. Ivanova and Olga Dragoy,2022,‘Moderate global aphasia’: A generalized decline of language processing caused by glioma surgery but not stroke,article,Brain and Language,ScienceDirect,"Unlike stroke, neurosurgical removal of left-hemisphere gliomas acts upon a reorganized language network and involves brain areas rarely damaged by stroke. We addressed whether this causes the profiles of neurosurgery- and stroke-induced language impairments to be distinct. K-means clustering of language assessment data (neurosurgery cohort: N = 88, stroke cohort: N = 95) identified similar profiles in both cohorts. But critically, a cluster of individuals with specific phonological deficits was only evident in the stroke but not in the neurosurgery cohort. Thus, phonological deficits are less clearly distinguished from other language deficits after glioma surgery compared to stroke. Furthermore, the correlations between language production and comprehension scores at different linguistic levels were more extensive in the neurosurgery than in the stroke cohort. Our findings suggest that neurosurgery-induced language impairments do not correspond to those caused by stroke, but rather manifest as a ‘moderate global aphasia’ – a generalized decline of language processing abilities.",Aphasia; Glioma; Neurosurgery; Stroke; K-means clustering
https://doi.org/10.1016/j.jneuroling.2016.06.005,https://www.sciencedirect.com/science/article/pii/S0911604416300653,Marco Calabria and Gabriele Cattaneo and Paula Marne and Mireia Hernández and Montserrat Juncadella and Jordi Gascón-Bayarri and Isabel Sala and Alberto Lleó and Jordi Ortiz-Gil and Lidia Ugas and Rafael Blesa and Ramón Reñé and Albert Costa,2017,Language deterioration in bilingual Alzheimer's disease patients: A longitudinal study,article,Journal of Neurolinguistics,ScienceDirect,"In the context of bilingual research, little is known about the effects of neurodegenerative disorders (NDs) on the processing of two languages in a bilingual. In a recent cross-sectional study, we showed that Mild Cognitive Impairment (MCI) and Alzheimer's disease (AD) had similar effects on lexico-semantic processes in the two languages of highly proficient bilinguals (Costa et al., Neuropsychologia, 2012, 50, 740–53). In the present longitudinal study, we extend this finding by looking at the pattern of language deterioration over time in the same population of Catalan-Spanish bilingual patients. All the participants completed three language-processing tasks (picture naming, word translation and word comprehension), both in their dominant (L1) and non-dominant (L2) language. At one year, the final group was made up of 50 patients: 15 with MCI and 35 with AD. For AD but not MCI, the language deterioration over time was the same in both languages, as previously reported in the cross-sectional study. The results are discussed in the frame of the hypothesis of shared lexico-semantic processing in highly proficient bilinguals and the influence of executive control deficits in language production.",Bilingualism; Alzheimer's disease; Language deterioration
https://doi.org/10.1016/j.pragma.2017.06.006,https://www.sciencedirect.com/science/article/pii/S0378216616303873,Kate Hammer,2017,Language through a prism: Patterns of L2 internalisation and use in acculturated bilinguals,article,Journal of Pragmatics,ScienceDirect,"This paper investigates the extent of L2 use in language functions in sequential bilinguals following migration, and reports on patterns of L2 internalisation. Respondents consist of 149 highly educated L2-competent Polish–English bilinguals who relocated to the UK1112 out of the 149 participants were residing outside the UK (Republic of Ireland, USA, Canada, Australia.) as young adults, and underwent processes of acculturation. Language functions under investigation include inner speech, cognitive, and communicative functions. The independent variables include acculturation level, social network profile, length of residence, and predicted future domicile. The study employed both quantitative and qualitative research methods. Respondents completed an online questionnaire and were interviewed by the researcher. The study included the Complementarity Principle into the operationalisation and measurement of language use in bilinguals (Grosjean, 2016). The findings revealed a consistent variation in the extent of L2 use across different language functions. Links were established between the extent of L2 internalisation and acculturation level, social network profile, and predicted future domicile. The results showed that sociocultural integration is a reliable predictor of the extent of L2 use across language functions. This study adds an acculturation perspective to current research on L2 internalisation and language development across lifespan, by measuring and juxtaposing the extent of L2 use across different language functions in sequential bilinguals following migration.",Acculturation; Bilingualism; Communicative function; Cognitive function; Inner speech; Language development across lifespan
https://doi.org/10.1016/j.sbspro.2010.12.395,https://www.sciencedirect.com/science/article/pii/S1877042810025000,Hayat Ameri and Faride Asareh,2010,An investigation about language learning problems at elementary levels in bilingual areas of Iran,article,Procedia - Social and Behavioral Sciences,ScienceDirect,"This investigation was conducted to specify child language learning phonological, morphological, and syntactic problems in listening comprehension, speaking, reading and writing skills of Persian at elementary level in bilingual areas of the I.R. Iran, where Turkish and Arabic speaking children are supposed to learn Persian at school. The findings of this study show that these children have more listening comprehension problems in the first two months of the educational year, but the problems decline in the next months. The most frequent morphological problems of Arabic speaking Persian learners are in verbal inflections (mode, tense, number …) and subject-verb agreement. Bilingual learners of Persian in these areas use limited code in speech and their speech contains grammatical nonconformities. They have technical problems in reading and writing as well. The comparative study of Turkish and Arabic with Persian and measuring it against the findings of the survey research in this study show that the differences of these Persian. Vice versa, the phonological, morphological and syntactic commonalities between children's native tongue languages with Persian is a significant hinder causing problems for bilingual learners of and Persian ease up the learning process. Having considered the problems of bilingual Persian learners among the speakers of different languages and dialects spoken in Iran, a consideration regarded for choosing Arabic and Turkish speaking bilingual speakers was the fact that these two languages are not from the same language branch as Persian.",Bilingual child; Second language learning;; linguistic problems; non-linguistic problems
https://doi.org/10.1016/j.ijpsycho.2020.04.020,https://www.sciencedirect.com/science/article/pii/S0167876020300878,Afaf Abou-Ghazaleh and Asaid Khateb and Judith F. Kroll,2020,New insights into the neural basis of cognitive control: An event-related fMRI study of task selection processes,article,International Journal of Psychophysiology,ScienceDirect,"To investigate cognitive control, researchers have repeatedly employed task switching paradigms. The comparison of switch relative to repeat trials reveals longer response times and higher error rates, a pattern that has been interpreted as switching costs. Functional magnetic resonance imaging (fMRI) studies have shown the involvement of different brain modules in switching conditions, including prefrontal and parietal regions together with other sub-cortical structures. In this study, the aim was to shed light on the brain basis of cognitive control using an approach that proved useful in previous studies investigating language control in bilinguals. We examined adult participants in one simple color naming context and two task selection mixed contexts. In the first mixed selection context, participants named the color or the shape of the stimulus based on a cue word. In the second, they named the color or the size of the stimulus. It was assumed that the comparison of brain responses to the same color naming in mixed selection contexts vs. in non-selection context will reveal the of engagement of cognitive control/task selection processes. Whole brain analysis of color naming in the different contexts showed a significant main effect of context. The comparison of brain responses in several frontal, parietal and sub-cortical regions, of which some are supposedly involved in cognitive control, demonstrated an increased activation during color naming in mixed relative the simple non-mixed context. The different cognitive control modules described in this study fit with recent bilingual language control and domain general cognitive models.",Task switching; Executive control; Arabic language; Picture naming
https://doi.org/10.1016/j.jcomdis.2017.09.002,https://www.sciencedirect.com/science/article/pii/S0021992416300491,Kitty K.Y. Lam and Carol K.S. To,2017,Speech sound disorders or differences: Insights from bilingual children speaking two Chinese languages,article,Journal of Communication Disorders,ScienceDirect,"The study investigated how Putonghua-Cantonese bilingual children differ from monolinguals in their acquisition of speech sound and phonological patterns. Fifty-four typically developing Putonghua-Cantonese bilingual children aged 3;6–6;0 were recruited from nurseries in the North District of Hong Kong. The Hong Kong Cantonese Articulation Test (Cheung et al., 2006) and a Putonghua picture-naming task (Zhu & Dodd, 2000) were used to elicit single-word samples of both languages. Acquisition of speech sound and phonological patterns exhibited by ≥20% of the children in an age group were compared to the normative data on children who were Cantonese native or Putonghua monolingual speakers. The bilingual children demonstrated smaller sound inventory in both languages and more delayed and atypical phonological processes. The atypical patterns could be explained by phonological interference between Putonghua and Cantonese. The findings serve as a preliminary reference for clinicians in differentiating language difference from true speech sound disorders in Putonghua-Cantonese bilingual children in Hong Kong.",Speech sound acquisition; Bilingual; Cantonese; Putonghua; Chinese
https://doi.org/10.1016/j.procs.2020.09.071,https://www.sciencedirect.com/science/article/pii/S1877050920319669,Randa Ben Ammar and Yassine Ben Ayed,2020,Language-related features for early detection of Alzheimer Disease,article,Procedia Computer Science,ScienceDirect,"Alzheimer’s disease (AD) is the most leading symptom of neurodegenerative dementia; AD is defined now as one of the most costly chronic diseases. For that automatic diagnosis and control of Alzheimer’s disease may have a significant effect on society along with patient well-being. Language disorder is regarded to be among the most common symptoms of AD, as a direct and natural result of cognitive impairment. Hence, the diagnosis of Alzheimer’s disease using speech-based features is gaining growing attention. The aim of this study is to extract linguistic features following a proposed taxonomy of language impairment of AD patients. Obtained results indicate that the proposed taxonomy of the linguistic features extracted from the speech samples can be used to differentiate between Alzheimer’s disease patients and the healthy control group. Support Vector Machine (SVM) classifier obtained classification accuracy over 90 percent.",Alzheimer’s disease; Speech analysis; Machine learning
